feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Fusobacteriota	Pig	WM2	-4.31398779246393	0.967387909753574	7	4	0.00664404220530876	0.0863725486690138
Campilobacterota	Pig	WM2	3.29058059495039	1.13391049917374	7	5	0.0337130565235606	0.219134867403144
Desulfobacterota	Pig	WM2	-2.52612583708903	1.3972875398641	7	7	0.130428095580964	0.251610623403946
Elusimicrobiota	Pig	WM2	1.87935913570494	0.984309877220686	7	7	0.114486592998947	0.251610623403946
Fibrobacterota	Pig	WM2	1.15040105826691	0.559545168417635	7	3	0.0949202681267443	0.251610623403946
Planctomycetota	Pig	WM2	1.46489612757845	0.708644820090878	7	3	0.0935746551574277	0.251610623403946
Verrucomicrobiota	Pig	WM2	1.19430351851587	0.671579790277096	7	6	0.135482643371355	0.251610623403946
Bacteroidota	Pig	WM2	0.621372537239924	0.392597561703645	7	7	0.174332182387436	0.283289796379584
Cyanobacteria	Pig	WM2	1.62536872325835	1.23089557325847	7	4	0.24388758050898	0.352282060735194
Actinobacteriota	Pig	WM2	-0.845725305598488	0.820945370567594	7	7	0.350155014432337	0.455201518762039
Firmicutes	Pig	WM2	-0.0739087892238229	0.108655173523523	7	7	0.526582374529582	0.622324624444051
Proteobacteria	Pig	WM2	-0.182009092712608	0.658883763188379	7	7	0.793419141535763	0.857614738770941
Spirochaetota	Pig	WM2	0.423967046177864	2.24464455652595	7	5	0.857614738770941	0.857614738770941
